Tree ID;Species Name;DBH (cm);Replacement Value (€);Carbon Storage (kg);Carbon Storage (€);Gross Carbon Sequestration (kg/yr);Gross Carbon Sequestration (€/yr);Avoided Runoff (m^3/yr);Avoided Runoff (€/yr);Carbon Avoided (kg/yr);Carbon Avoided (€/yr);Pollution Removal (g/yr);Pollution Removal (€/yr);Energy Savings (€/yr);Total Annual Benefits (€/yr)
3000548;Tilia platyphyllos;21,7;1 017,67;93,3;14,98;5,7;0,92;0,4;0,84;N/A;N/A;99,3;0,42;N/A;2,18
3000549;Tilia platyphyllos;17,9;789,16;59,2;9,52;4,4;0,71;0,3;0,58;N/A;N/A;68,9;0,29;N/A;1,58
3000550;Tilia platyphyllos;25,8;1 313,39;140,3;22,53;7,2;1,16;0,6;1,17;N/A;N/A;138,6;0,58;N/A;2,91
3000551;Tilia platyphyllos;24,6;1 221,55;125,4;20,14;6,8;1,09;0,6;1,07;N/A;N/A;126,5;0,53;N/A;2,69
3000552;Tilia platyphyllos;17,6;772,99;56,9;9,14;4,3;0,69;0,3;0,56;N/A;N/A;66,7;0,28;N/A;1,54
3000553;Tilia platyphyllos;18,5;822,33;64,0;10,29;4,6;0,74;0,3;0,62;N/A;N/A;73,3;0,31;N/A;1,67
3000581;Acer pseudoplatanus;26,5;1 237,28;216,8;34,83;10,1;1,62;0,8;1,61;N/A;N/A;191,0;0,81;N/A;4,04
3000582;Acer pseudoplatanus;26,8;1 258,04;222,4;35,74;10,2;1,64;0,9;1,64;N/A;N/A;194,4;0,82;N/A;4,10
3000583;Acer pseudoplatanus;14,7;605,94;56,7;9,12;4,7;0,76;0,3;0,57;N/A;N/A;67,3;0,28;N/A;1,61
3000584;Acer pseudoplatanus;29,3;1 440,17;272,6;43,80;11,5;1,84;1,0;1,88;N/A;N/A;222,9;0,94;N/A;4,67
3000585;Acer pseudoplatanus;21,1;903,48;129,0;20,72;7,5;1,21;0,6;1,10;N/A;N/A;129,9;0,55;N/A;2,85
3000586;Acer platanoides;28,4;1 401,73;247,8;39,82;14,2;2,29;0,5;0,96;N/A;N/A;114,3;0,48;N/A;3,73
3000587;Acer platanoides;24,3;1 112,23;174,0;27,96;11,7;1,87;0,4;0,71;N/A;N/A;84,4;0,36;N/A;2,94
3000588;Acer platanoides;26,2;1 240,79;206,4;33,16;12,8;2,06;0,4;0,82;N/A;N/A;97,7;0,41;N/A;3,30
3000589;Tilia platyphyllos;28,4;1 527,38;175,9;28,26;8,2;1,32;0,7;1,41;N/A;N/A;166,5;0,70;N/A;3,43
3000590;Tilia cordata;44,0;3 519,46;493,9;79,35;14,8;2,38;1,4;2,70;N/A;N/A;319,4;1,35;N/A;6,42
3000591;Tilia cordata;43,7;3 475,54;486,0;78,08;14,7;2,36;1,4;2,67;N/A;N/A;316,2;1,33;N/A;6,36
3000592;Tilia cordata;45,9;3 804,66;545,6;87,66;15,7;2,52;1,5;2,86;N/A;N/A;339,0;1,43;N/A;6,81
3000593;Tilia platyphyllos;43,0;3 110,31;467,8;75,16;14,3;2,30;1,5;2,83;N/A;N/A;335,1;1,41;N/A;6,55
3000594;Tilia cordata;36,0;2 450,89;307,7;49,43;11,3;1,81;1,0;1,94;N/A;N/A;230,0;0,97;N/A;4,72
3000595;Tilia cordata;29,3;1 720,40;189,3;30,42;8,6;1,37;0,7;1,32;N/A;N/A;155,8;0,66;N/A;3,35
3000596;Gleditsia triacanthos;38,9;2 348,53;347,1;55,77;16,0;2,57;1,0;1,82;N/A;N/A;215,3;0,91;N/A;5,30
3000597;Gleditsia triacanthos;50,4;3 724,48;656,8;105,53;23,5;3,78;1,3;2,43;N/A;N/A;287,9;1,21;N/A;7,43
3000598;Gleditsia triacanthos;44,3;2 950,49;477,7;76,74;19,4;3,12;1,1;2,15;N/A;N/A;254,5;1,07;N/A;6,34
3000599;Gleditsia triacanthos;47,8;3 382,39;576,2;92,57;21,7;3,49;1,2;2,32;N/A;N/A;275,3;1,16;N/A;6,98
3000600;Gleditsia triacanthos;55,8;4 492,85;845,4;135,82;27,4;4,41;1,4;2,58;N/A;N/A;306,0;1,29;N/A;8,28
3000619;Acer platanoides;31,6;1 658,98;315,8;50,74;16,3;2,62;0,6;1,19;N/A;N/A;140,6;0,59;N/A;4,40
3000620;Acer platanoides;38,3;2 286,47;489,2;78,59;20,9;3,36;0,9;1,71;N/A;N/A;202,7;0,85;N/A;5,93
3000621;Acer platanoides;34,1;1 879,05;375,5;60,34;18,0;2,89;0,7;1,37;N/A;N/A;162,7;0,69;N/A;4,95
3000622;Acer platanoides;38,3;2 286,47;489,2;78,59;20,9;3,36;0,9;1,71;N/A;N/A;202,7;0,85;N/A;5,93
3000624;Acer platanoides;35,4;2 000,10;408,9;65,70;18,9;3,04;0,8;1,47;N/A;N/A;174,7;0,74;N/A;5,25
3000625;Acer platanoides;40,2;2 486,31;546,2;87,75;22,3;3,58;1,0;1,87;N/A;N/A;221,6;0,93;N/A;6,38
3000626;Acer platanoides;26,8;1 283,40;217,3;34,91;13,2;2,12;0,5;0,86;N/A;N/A;102,1;0,43;N/A;3,41
3000627;Acer platanoides;28,4;1 401,73;247,8;39,82;14,2;2,29;0,5;0,96;N/A;N/A;114,3;0,48;N/A;3,73
3000628;Acer platanoides;45,3;3 070,54;717,0;115,20;26,0;4,17;1,2;2,32;N/A;N/A;274,8;1,16;N/A;7,65
3000629;Acer platanoides;29,0;1 447,87;259,9;41,75;14,6;2,35;0,5;1,00;N/A;N/A;119,0;0,50;N/A;3,86
3000630;Acer platanoides;35,7;2 028,68;416,8;66,97;19,1;3,07;0,8;1,50;N/A;N/A;177,6;0,75;N/A;5,32
3000631;Fraxinus;39,9;2 423,42;817,7;131,38;25,2;4,05;1,4;2,73;N/A;N/A;323,4;1,36;N/A;8,15
3000632;Fraxinus;41,1;2 551,65;875,1;140,59;26,2;4,21;1,5;2,82;N/A;N/A;334,3;1,41;N/A;8,44
3000633;Fraxinus;35,4;1 976,40;622,0;99,93;21,6;3,47;1,2;2,33;N/A;N/A;276,1;1,16;N/A;6,97
3000634;Fraxinus;31,9;1 665,66;490,3;78,77;18,9;3,03;1,0;1,97;N/A;N/A;233,8;0,99;N/A;5,99
3000635;Fraxinus;33,5;1 803,70;548,3;88,09;20,1;3,23;1,1;2,14;N/A;N/A;253,6;1,07;N/A;6,44
3000636;Fraxinus;43,7;2 842,51;1 006,9;161,77;28,4;4,56;1,6;2,99;N/A;N/A;354,8;1,50;N/A;9,05
3000637;Fraxinus;44,0;2 877,22;1 022,7;164,32;28,6;4,60;1,6;3,01;N/A;N/A;356,9;1,51;N/A;9,12
3000638;Fraxinus;35,1;1 948,50;610,0;98,01;21,4;3,43;1,2;2,30;N/A;N/A;272,6;1,15;N/A;6,88
3000639;Fraxinus;32,2;1 691,02;500,9;80,47;19,1;3,07;1,1;2,01;N/A;N/A;237,6;1,00;N/A;6,08
3000640;Fraxinus excelsior;44,6;2 947,35;601,3;96,61;21,7;3,49;1,8;3,34;N/A;N/A;395,4;1,67;N/A;8,49
3000679;Acer saccharinum;39,5;1 660,72;472,6;75,93;16,6;2,67;1,1;2,16;N/A;N/A;255,4;1,08;N/A;5,90
3000680;Acer saccharinum;51,0;2 518,83;805,6;129,44;22,2;3,57;1,7;3,24;N/A;N/A;384,3;1,62;N/A;8,43
3000681;Acer saccharinum;48,1;2 281,88;713,0;114,55;20,8;3,34;1,6;2,98;N/A;N/A;352,9;1,49;N/A;7,81
3000682;Acer saccharinum;47,8;2 258,15;703,7;113,07;20,6;3,31;1,6;2,95;N/A;N/A;349,7;1,48;N/A;7,74
3000683;Acer saccharinum;58,3;3 176,71;1 065,2;171,14;25,9;4,16;2,1;3,94;N/A;N/A;466,2;1,97;N/A;10,07
3000684;Platanus x hybrida;49,4;3 687,12;524,6;84,29;14,7;2,36;1,7;3,27;N/A;N/A;387,6;1,63;N/A;7,26
3000685;Platanus x hybrida;52,3;4 094,43;604,1;97,06;15,9;2,56;1,7;3,32;N/A;N/A;392,9;1,66;N/A;7,53
3000686;Betula pendula;37,3;2 025,87;458,9;73,72;22,3;3,58;1,3;2,43;N/A;N/A;287,3;1,21;N/A;7,22
3000687;Betula pendula;26,5;1 187,89;197,1;31,67;13,5;2,17;0,9;1,70;N/A;N/A;201,1;0,85;N/A;4,72
3000688;Betula pendula;27,8;1 273,73;221,8;35,64;14,5;2,33;0,9;1,79;N/A;N/A;212,6;0,90;N/A;5,02
3000689;Betula pendula;24,6;1 069,81;164,0;26,35;12,1;1,95;0,8;1,55;N/A;N/A;183,8;0,78;N/A;4,28
3000690;Betula pendula;29,7;1 406,60;261,2;41,97;16,0;2,57;1,0;1,93;N/A;N/A;229,1;0,97;N/A;5,47
3000691;Platanus x hybrida;44,6;3 063,98;407,5;65,47;12,6;2,03;1,6;3,05;N/A;N/A;361,2;1,52;N/A;6,60
3000692;Platanus x hybrida;46,2;3 264,62;444,6;71,43;13,3;2,14;1,7;3,14;N/A;N/A;372,3;1,57;N/A;6,85
3000693;Platanus x hybrida;59,6;5 222,59;834,1;134,01;19,3;3,10;1,9;3,67;N/A;N/A;434,8;1,83;N/A;8,60
3000694;Platanus x hybrida;45,0;3 113,47;416,6;66,93;12,8;2,06;1,6;3,07;N/A;N/A;364,2;1,54;N/A;6,67
3000695;Platanus x hybrida;41,5;2 695,36;341,0;54,79;11,4;1,83;1,5;2,82;N/A;N/A;333,9;1,41;N/A;6,05
3000696;Platanus x hybrida;57,4;4 867,10;760,2;122,13;18,2;2,93;1,8;3,45;N/A;N/A;408,3;1,72;N/A;8,10
3000697;Betula pendula;41,1;2 388,19;583,4;93,73;25,7;4,13;1,4;2,62;N/A;N/A;310,7;1,31;N/A;8,06
3000698;Betula pendula;26,8;1 207,33;202,6;32,56;13,8;2,21;0,9;1,72;N/A;N/A;203,7;0,86;N/A;4,79
3000699;Betula pendula;20,8;860,00;108,4;17,42;9,5;1,53;0,7;1,25;N/A;N/A;148,6;0,63;N/A;3,41
3000700;Tilia cordata;37,3;2 609,99;334,5;53,75;11,8;1,90;1,1;2,07;N/A;N/A;244,9;1,03;N/A;5,00
3000701;Tilia cordata;38,3;2 736,21;356,1;57,21;12,3;1,97;1,1;2,16;N/A;N/A;256,2;1,08;N/A;5,22
3000702;Tilia cordata;33,2;2 127,38;254,2;40,84;10,1;1,63;0,9;1,67;N/A;N/A;198,3;0,84;N/A;4,14
3000703;Betula pendula;43,0;2 582,52;652,5;104,83;27,5;4,41;1,4;2,71;N/A;N/A;320,8;1,35;N/A;8,47
3000727;Platanus x hybrida;47,5;3 432,85;476,2;76,50;13,9;2,23;1,7;3,20;N/A;N/A;379,7;1,60;N/A;7,03
3000728;Platanus x hybrida;46,2;3 264,62;444,6;71,43;13,3;2,14;1,7;3,14;N/A;N/A;372,3;1,57;N/A;6,85
3000729;Platanus x hybrida;51,6;3 993,99;584,3;93,88;15,6;2,51;1,7;3,31;N/A;N/A;392,4;1,66;N/A;7,48
3000730;Platanus x hybrida;53,6;4 284,57;641,9;103,13;16,5;2,65;1,7;3,31;N/A;N/A;392,7;1,66;N/A;7,63
3000731;Platanus x hybrida;40,8;2 615,79;327,0;52,53;11,1;1,78;1,4;2,76;N/A;N/A;326,8;1,38;N/A;5,92
3000732;Platanus x hybrida;46,9;3 354,62;461,4;74,14;13,6;2,19;1,7;3,18;N/A;N/A;376,5;1,59;N/A;6,95
3000733;Platanus x hybrida;48,8;3 605,74;509,0;81,79;14,4;2,32;1,7;3,25;N/A;N/A;385,5;1,63;N/A;7,19
3000734;Platanus x hybrida;51,0;3 908,97;567,7;91,20;15,4;2,47;1,7;3,30;N/A;N/A;391,5;1,65;N/A;7,43
3000735;Platanus x hybrida;45,3;3 150,89;423,5;68,04;12,9;2,08;1,6;3,09;N/A;N/A;366,3;1,55;N/A;6,71
3000736;Platanus x hybrida;50,7;3 866,83;559,4;89,88;15,2;2,45;1,7;3,30;N/A;N/A;391,0;1,65;N/A;7,40
3000737;Platanus x hybrida;49,7;3 728,17;532,6;85,56;14,8;2,38;1,7;3,28;N/A;N/A;388,5;1,64;N/A;7,30
3000738;Acer platanoides;39,2;2 379,92;515,7;82,86;21,5;3,46;0,9;1,79;N/A;N/A;211,6;0,89;N/A;6,14
3000739;Acer negundo;21,4;700,67;106,7;17,15;8,1;1,30;0,5;0,90;N/A;N/A;106,4;0,45;N/A;2,64
3000742;Acer negundo;30,9;1 038,64;246,9;39,68;13,0;2,09;1,0;1,82;N/A;N/A;215,4;0,91;N/A;4,81
3000743;Picea omorika;21,4;965,47;262,5;42,18;14,6;2,34;0,4;0,69;N/A;N/A;81,7;0,34;N/A;3,37
3000745;Picea omorika;26,8;1 357,78;432,5;69,49;19,1;3,08;0,6;1,18;N/A;N/A;139,6;0,59;N/A;4,84
3000746;Picea omorika;23,0;1 072,55;308,0;49,49;15,9;2,55;0,4;0,82;N/A;N/A;97,1;0,41;N/A;3,78
3000747;Picea omorika;13,4;545,85;94,0;15,10;8,3;1,33;0,1;0,24;N/A;N/A;27,9;0,12;N/A;1,68
3000748;Picea omorika;14,1;574,87;105,0;16,86;8,8;1,41;0,1;0,26;N/A;N/A;31,1;0,13;N/A;1,81
3000749;Picea omorika;11,5;474,55;67,6;10,87;6,9;1,11;0,1;0,17;N/A;N/A;20,3;0,09;N/A;1,36
3000750;Picea omorika;15,3;628,05;125,4;20,15;9,7;1,56;0,2;0,31;N/A;N/A;37,3;0,16;N/A;2,03
3000751;Acer negundo;48,5;1 989,22;693,6;111,44;23,3;3,75;1,5;2,90;N/A;N/A;344,1;1,45;N/A;8,10
3000752;Ailanthus altissima;52,3;2 141,27;1 058,2;170,02;36,2;5,82;1,4;2,70;N/A;N/A;319,8;1,35;N/A;9,86
3000757;Corylus colurna;40,2;2 410,35;811,6;130,39;26,1;4,20;1,4;2,63;N/A;N/A;311,6;1,31;N/A;8,15
3000759;Acer negundo;27,4;899,84;187,6;30,14;11,1;1,79;0,8;1,47;N/A;N/A;174,1;0,73;N/A;3,99
3000760;Acer saccharinum;47,8;2 258,15;703,7;113,07;20,6;3,31;1,6;2,95;N/A;N/A;349,7;1,48;N/A;7,74
3000761;Acer saccharinum;56,1;2 969,19;983,0;157,93;24,8;3,98;2,0;3,72;N/A;N/A;441,1;1,86;N/A;9,57
3000762;Acer saccharinum;34,4;1 349,96;354,2;56,90;14,2;2,28;0,9;1,65;N/A;N/A;195,9;0,83;N/A;4,76
3000763;Acer saccharinum;41,5;1 794,29;524,0;84,18;17,6;2,82;1,2;2,36;N/A;N/A;279,9;1,18;N/A;6,36
3000764;Acer saccharinum;30,9;1 161,52;283,1;45,48;12,6;2,02;0,7;1,34;N/A;N/A;158,3;0,67;N/A;4,02
3000765;Acer saccharinum;34,1;1 333,02;347,7;55,87;14,0;2,26;0,9;1,63;N/A;N/A;192,6;0,81;N/A;4,69
3000766;Acer saccharinum;37,0;1 503,03;412,3;66,25;15,4;2,47;1,0;1,90;N/A;N/A;225,6;0,95;N/A;5,33
3000767;Acer saccharinum;28,1;1 025,31;232,2;37,30;11,3;1,81;0,6;1,10;N/A;N/A;130,8;0,55;N/A;3,47
3000768;Acer saccharinum;32,2;1 229,16;308,5;49,57;13,2;2,11;0,8;1,45;N/A;N/A;172,0;0,73;N/A;4,29
3000770;Acer saccharinum;26,5;953,28;205,4;33,01;10,6;1,70;0,5;0,98;N/A;N/A;116,1;0,49;N/A;3,17
3000771;Gleditsia triacanthos;34,4;1 906,58;257,1;41,30;13,4;2,14;0,8;1,50;N/A;N/A;178,1;0,75;N/A;4,40
3000772;Gleditsia triacanthos;28,7;1 424,68;165,7;26,62;10,2;1,65;0,6;1,09;N/A;N/A;129,5;0,55;N/A;3,29
3000774;Acer platanoides;19,5;830,54;105,8;17,00;8,8;1,42;0,2;0,47;N/A;N/A;55,2;0,23;N/A;2,11
3000775;Acer platanoides;23,3;1 048,45;158,2;25,42;11,0;1,77;0,3;0,66;N/A;N/A;77,8;0,33;N/A;2,76
3000776;Acer platanoides;29,3;1 471,31;266,0;42,74;14,8;2,38;0,5;1,02;N/A;N/A;121,4;0,51;N/A;3,92
3000777;Acer platanoides;19,5;830,54;105,8;17,00;8,8;1,42;0,2;0,47;N/A;N/A;55,2;0,23;N/A;2,11
3000778;Acer platanoides;27,4;1 326,97;228,5;36,71;13,6;2,18;0,5;0,90;N/A;N/A;106,6;0,45;N/A;3,53
3000779;Tsuga canadensis;8,3;204,13;7,8;1,26;0,8;0,13;0,0;0,06;N/A;N/A;7,4;0,03;N/A;0,22
3000780;Acer saccharinum;18,2;647,38;93,8;15,07;6,9;1,11;0,2;0,46;N/A;N/A;54,2;0,23;N/A;1,80
3000781;Acer saccharinum;27,1;979,80;215,3;34,59;10,8;1,74;0,5;1,03;N/A;N/A;121,5;0,51;N/A;3,28
3000782;Acer saccharinum;18,2;647,38;93,8;15,07;6,9;1,11;0,2;0,46;N/A;N/A;54,2;0,23;N/A;1,80
3000783;Acer saccharinum;21,1;741,35;127,7;20,51;8,2;1,31;0,3;0,62;N/A;N/A;73,0;0,31;N/A;2,24
3000785;Acer saccharinum;15,3;567,27;65,3;10,49;5,7;0,92;0,2;0,32;N/A;N/A;38,5;0,16;N/A;1,41
3000786;Acer saccharinum;16,6;601,47;77,4;12,43;6,3;1,01;0,2;0,38;N/A;N/A;45,1;0,19;N/A;1,58
3000787;Acer saccharinum;16,9;609,75;80,3;12,91;6,4;1,03;0,2;0,39;N/A;N/A;46,8;0,20;N/A;1,62
3000789;Acer saccharinum;18,5;656,45;97,0;15,59;7,1;1,14;0,2;0,47;N/A;N/A;56,0;0,24;N/A;1,84
3000790;Acer saccharinum;9,6;164,05;24,7;3,96;3,4;0,55;0,1;0,14;N/A;N/A;16,3;0,07;N/A;0,76
3000791;Acer saccharinum;16,0;585,34;71,7;11,51;6,0;0,97;0,2;0,35;N/A;N/A;42,0;0,18;N/A;1,50
3000792;Acer saccharinum;19,2;678,21;104,8;16,85;7,4;1,18;0,3;0,51;N/A;N/A;60,3;0,25;N/A;1,95
3000793;Acer saccharinum;13,7;529,02;51,8;8,33;5,1;0,81;0,1;0,26;N/A;N/A;31,1;0,13;N/A;1,21
3000794;Acer saccharinum;18,2;647,38;93,8;15,07;6,9;1,11;0,2;0,46;N/A;N/A;54,2;0,23;N/A;1,80
3000795;Acer saccharinum;12,2;496,98;40,7;6,54;4,5;0,72;0,1;0,21;N/A;N/A;25,0;0,11;N/A;1,03
3000796;Acer saccharinum;11,5;483,30;36,0;5,78;4,2;0,67;0,1;0,19;N/A;N/A;22,5;0,09;N/A;0,96
3000797;Acer saccharinum;14,7;552,43;60,0;9,65;5,5;0,88;0,2;0,30;N/A;N/A;35,6;0,15;N/A;1,33
3000798;Robinia pseudoacacia;36,4;1 491,90;329,5;52,94;16,2;2,60;1,0;1,81;N/A;N/A;214,1;0,90;N/A;5,31
3000800;Robinia pseudoacacia;35,1;1 413,34;301,5;48,44;15,4;2,47;0,9;1,72;N/A;N/A;204,0;0,86;N/A;5,05
3000801;Robinia pseudoacacia;27,8;1 025,29;171,4;27,53;10,9;1,76;0,6;1,20;N/A;N/A;141,9;0,60;N/A;3,55
3000802;Robinia pseudoacacia;31,3;1 200,10;228,2;36,67;13,0;2,09;0,8;1,45;N/A;N/A;172,4;0,73;N/A;4,27
3000803;Robinia pseudoacacia;15,3;569,97;41,8;6,72;4,7;0,76;0,2;0,38;N/A;N/A;44,9;0,19;N/A;1,32
3000805;Ailanthus altissima;36,7;1 254,08;450,0;72,31;21,7;3,48;1,0;1,95;N/A;N/A;230,8;0,97;N/A;6,40
3000806;Tilia platyphyllos;24,6;1 221,55;125,4;20,14;6,8;1,09;0,6;1,07;N/A;N/A;126,5;0,53;N/A;2,69
3000807;Tilia platyphyllos;24,3;1 199,28;121,8;19,57;6,7;1,07;0,5;1,04;N/A;N/A;123,6;0,52;N/A;2,63
3000808;Tilia platyphyllos;33,8;2 037,41;265,2;42,60;10,4;1,67;1,0;1,93;N/A;N/A;228,9;0,97;N/A;4,56
3000809;Tilia platyphyllos;30,3;1 696,73;204,9;32,92;8,9;1,44;0,8;1,59;N/A;N/A;187,9;0,79;N/A;3,82
3000810;Sorbus aucuparia;17,9;739,46;81,9;13,15;8,3;1,34;0,2;0,39;N/A;N/A;46,6;0,20;N/A;1,93
3000811;Platanus x hybrida;41,5;2 695,36;341,0;54,79;11,4;1,83;1,5;2,82;N/A;N/A;333,9;1,41;N/A;6,05
3000812;Sorbus aucuparia;22,3;967,57;140,2;22,52;11,4;1,83;0,3;0,62;N/A;N/A;74,0;0,31;N/A;2,76
3000813;Aesculus hippocastanum;34,1;1 769,84;366,9;58,94;14,5;2,32;1,4;2,70;N/A;N/A;319,6;1,35;N/A;6,37
3000814;Prunus avium;7,1;107,68;9,2;1,48;1,9;0,30;0,0;0,08;N/A;N/A;9,8;0,04;N/A;0,42
3000815;Prunus serrulata;5,8;71,86;6,7;1,08;1,7;0,27;0,0;0,04;N/A;N/A;5,0;0,02;N/A;0,33
3000816;Prunus;5,8;71,86;6,7;1,08;1,7;0,27;0,0;0,07;N/A;N/A;7,9;0,03;N/A;0,37
3000818;Prunus;5,8;71,86;6,7;1,08;1,7;0,27;0,0;0,07;N/A;N/A;7,9;0,03;N/A;0,37
3000821;Prunus cerasifera;22,7;867,08;156,5;25,15;9,5;1,52;0,4;0,83;N/A;N/A;98,8;0,42;N/A;2,77
3000822;Prunus cerasifera;24,6;956,00;190,4;30,59;10,6;1,71;0,5;0,98;N/A;N/A;116,3;0,49;N/A;3,18
3000823;Malus;16,0;656,40;60,2;9,68;5,2;0,84;0,1;0,23;N/A;N/A;26,8;0,11;N/A;1,18
3000824;Malus;15,0;616,42;51,4;8,26;4,8;0,77;0,1;0,20;N/A;N/A;24,3;0,10;N/A;1,07
3000825;Betula pendula;35,1;1 832,16;394,8;63,43;20,4;3,28;1,2;2,29;N/A;N/A;271,9;1,15;N/A;6,72
3000826;Betula pendula;25,2;1 106,15;174,1;27,97;12,6;2,02;0,8;1,60;N/A;N/A;189,4;0,80;N/A;4,42
3000827;Betula pendula;26,2;1 168,66;191,6;30,79;13,3;2,14;0,9;1,67;N/A;N/A;198,4;0,84;N/A;4,65
3000828;Betula pendula;17,6;710,55;71,8;11,54;7,5;1,20;0,5;1,00;N/A;N/A;119,0;0,50;N/A;2,71
3000829;Betula pendula;23,3;994,08;143,4;23,05;11,2;1,80;0,8;1,45;N/A;N/A;171,9;0,72;N/A;3,98
3000830;Betula pendula;16,0;645,17;56,8;9,12;6,5;1,05;0,5;0,88;N/A;N/A;104,4;0,44;N/A;2,37
3000831;Betula pendula;3,9;48,12;1,6;0,26;0,9;0,15;0,1;0,11;N/A;N/A;13,2;0,06;N/A;0,31
3000832;Betula pendula;16,6;668,96;62,2;9,99;6,9;1,11;0,5;0,93;N/A;N/A;109,8;0,46;N/A;2,50
3000833;Tilia platyphyllos;35,1;2 173,42;289,8;46,57;10,9;1,75;1,1;2,06;N/A;N/A;244,4;1,03;N/A;4,85
3000834;Tilia platyphyllos;38,3;2 530,08;356,1;57,21;12,3;1,97;1,3;2,38;N/A;N/A;282,3;1,19;N/A;5,54
3000835;Tilia platyphyllos;37,6;2 449,40;340,9;54,77;12,0;1,92;1,2;2,31;N/A;N/A;274,0;1,16;N/A;5,39
3000836;Tilia platyphyllos;37,9;2 483,80;347,4;55,81;12,1;1,94;1,2;2,34;N/A;N/A;277,6;1,17;N/A;5,46
3000837;Tilia platyphyllos;34,1;2 068,34;270,8;43,50;10,5;1,69;1,0;1,96;N/A;N/A;232,4;0,98;N/A;4,63
3000838;Betula pendula;17,9;723,51;74,9;12,03;7,7;1,23;0,5;1,03;N/A;N/A;121,7;0,51;N/A;2,77
3000839;Betula pendula;23,0;977,18;138,9;22,32;11,0;1,77;0,8;1,43;N/A;N/A;169,1;0,71;N/A;3,91
3000843;Acer platanoides;34,4;1 906,58;383,1;61,55;18,2;2,93;0,7;1,40;N/A;N/A;165,5;0,70;N/A;5,02
3000844;Acer platanoides;15,7;651,32;64,9;10,42;6,7;1,08;0,2;0,31;N/A;N/A;36,8;0,16;N/A;1,54
3000845;Tilia platyphyllos;2,3;60,08;0,5;0,08;0,3;0,05;0,0;0,04;N/A;N/A;4,7;0,02;N/A;0,11
3000846;Tilia platyphyllos;10,6;473,24;17,2;2,77;2,2;0,35;0,1;0,23;N/A;N/A;27,6;0,12;N/A;0,70
3000847;Prunus;12,8;519,35;46,2;7,42;5,0;0,81;0,1;0,27;N/A;N/A;32,1;0,14;N/A;1,21
3000848;Prunus;13,1;527,03;48,9;7,86;5,2;0,83;0,1;0,28;N/A;N/A;33,6;0,14;N/A;1,26
3000849;Prunus;16,0;610,53;79,6;12,78;6,9;1,11;0,2;0,43;N/A;N/A;51,1;0,22;N/A;1,75
3000850;Prunus;13,4;534,90;51,7;8,30;5,4;0,86;0,2;0,30;N/A;N/A;35,2;0,15;N/A;1,31
3000851;Prunus;22,0;836,12;172,8;27,76;10,8;1,73;0,4;0,85;N/A;N/A;100,6;0,42;N/A;3,01
3000852;Acer campestre;37,6;2 431,39;492,7;79,15;6,6;1,06;1,5;2,79;N/A;N/A;330,9;1,40;N/A;5,24
3000854;Prunus;15,7;601,12;76,0;12,21;6,7;1,08;0,2;0,41;N/A;N/A;49,1;0,21;N/A;1,70
3000855;Acer campestre;28,1;1 492,21;253,5;40,72;7,7;1,24;1,0;1,90;N/A;N/A;225,5;0,95;N/A;4,09
3000856;Acer campestre;25,2;1 259,62;197,8;31,78;6,7;1,08;0,8;1,59;N/A;N/A;188,6;0,80;N/A;3,46
3000857;Prunus cerasifera;16,0;610,53;66,8;10,73;5,8;0,93;0,2;0,40;N/A;N/A;47,0;0,20;N/A;1,52
3000858;Prunus;10,6;468,41;29,2;4,69;3,9;0,62;0,1;0,19;N/A;N/A;22,0;0,09;N/A;0,90
3000859;Prunus;16,0;610,53;79,6;12,78;6,9;1,11;0,2;0,43;N/A;N/A;51,1;0,22;N/A;1,75
3000860;Acer platanoides;19,5;830,54;105,8;17,00;8,8;1,42;0,2;0,47;N/A;N/A;55,2;0,23;N/A;2,11
3000861;Acer platanoides;12,5;530,42;38,8;6,24;5,0;0,81;0,1;0,21;N/A;N/A;24,5;0,10;N/A;1,12
3000862;Acer platanoides;15,3;634,71;61,2;9,83;6,5;1,04;0,2;0,30;N/A;N/A;35,1;0,15;N/A;1,49
3000863;Acer saccharinum;52,0;2 603,76;838,9;134,79;22,7;3,65;1,8;3,34;N/A;N/A;395,2;1,67;N/A;8,65
3000864;Acer saccharinum;37,6;1 539,93;426,4;68,51;15,7;2,52;1,0;1,96;N/A;N/A;232,7;0,98;N/A;5,47
3000865;Fagus sylvatica;24,3;1 293,02;195,6;31,42;7,3;1,17;1,2;2,30;N/A;N/A;272,2;1,15;N/A;4,62
3000866;Fagus sylvatica;20,4;994,76;130,2;20,92;5,8;0,93;0,9;1,69;N/A;N/A;199,7;0,84;N/A;3,46
3000867;Fagus sylvatica;23,9;1 260,04;188,2;30,23;7,2;1,15;1,2;2,23;N/A;N/A;264,7;1,12;N/A;4,50
3000868;Fagus sylvatica;33,5;2 202,80;413,1;66,38;11,2;1,80;2,0;3,87;N/A;N/A;458,6;1,93;N/A;7,60
3000869;Fagus sylvatica;39,9;3 006,50;620,9;99,76;14,1;2,26;2,6;5,01;N/A;N/A;594,1;2,51;N/A;9,78
3000870;Fagus sylvatica;35,7;2 463,26;479,2;76,99;12,2;1,96;2,2;4,26;N/A;N/A;505,2;2,13;N/A;8,35
3000871;Fagus sylvatica;13,7;603,88;51,7;8,30;3,4;0,55;0,4;0,72;N/A;N/A;85,3;0,36;N/A;1,63
